"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"U11";"SOIC-20W_7.5x12.8mm_P1.27mm";1;"74HCT240";;;
2;"RN1";"R_Array_SIP6";1;"10K";;;
3;"SW2";"SPDT_ON_OFF_Big";1;"ROMSEL";;;
4;"SW1,SW3";"SW_PUSH_6mm_H13mm";2;"SW_PUSH";;;
5;"CN1";"ZX_EDGE_SOLDER";1;"ZX_CONNECTOR_SOLDER";;;
6;"CN2";"ZX_EDGE_BACK";1;"ZX_CONNECTOR_BACK";;;
7;"D3";"LED_D3.0mm";1;"PWR_LED";;;
8;"SW4";"SPDT_ON_OFF_Big";1;"Joy_ON_OFF";;;
9;"U1,U5";"PLCC-32_THT-Socket";2;"39SF040";;;
10;"U2";"SOIC-18W_7.5x11.6mm_P1.27mm";1;"PIC16F1826";;;
11;"SW5";"SPDT_ON_OFF_Big";1;"PAUSE";;;
12;"U3,U4";"SOIC-14_3.9x8.7mm_P1.27mm";2;"74HCT32";;;
13;"U8";"Arduino_Nano";1;"Arduino_Nano";;;
14;"H1";"MountingHole_2.7mm_M2.5_DIN965_Pad";1;"HOLE1";;;
15;"H2";"MountingHole_2.7mm_M2.5_DIN965_Pad";1;"HOLE2";;;
16;"H3";"MountingHole_2.7mm_M2.5_DIN965_Pad";1;"HOLE3";;;
17;"H4";"MountingHole_2.7mm_M2.5_DIN965_Pad";1;"HOLE4";;;
18;"J1";"PinHeader_1x05_P2.54mm_Horizontal";1;"PIC_Prog";;;
19;"Q1";"TO-92_Wide";1;"BC548";;;
20;"U9";"SD_Card";1;"SDCard";;;
21;"J2";"DSUB-9_Male_Horizontal_P2.77x2.84mm_EdgePinOffset4.94mm_Housed_MountingHolesOffset7.48mm";1;"Joystick";;;
22;"C1,C2,C3,C6,C7,C8,C9,C10,C11,C4,C5";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";11;"100nF";;;
23;"R1,R10,R2,R5";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";4;"10K";;;
24;"D1,D2";"D_SOD-123";2;"1N4148";;;
25;"R3";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";1;"100K";;;
26;"U10";"microSD_HC_Molex_104031-0811";1;"mSD_Card";;;
27;"R11";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";1;"470R";;;
28;"R12,R13";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";2;"680R";;;
29;"U6";"SOIC-14_3.9x8.7mm_P1.27mm";1;"TXB0104DR";;;
