"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW2";"SW_PUSH_6mm_H13mm";1;"BUTTONL";;;
2;"SW1";"SW_PUSH_6mm_H13mm";1;"BUTTONR";;;
3;"J5";"DSUB-9_Male_Horizontal_P2.77x2.84mm_EdgePinOffset4.94mm_Housed_MountingHolesOffset7.48mm";1;"Joystick";;;
4;"CN1";"ZX_EDGE_SOLDER";1;"ZX_CONNECTOR_SOLDER";;;
5;"U7";"Arduino_Nano";1;"Arduino_Nano";;;
6;"D3";"LED_D3.0mm";1;"LPWR";;;
7;"SW4";"SPDT_ON_OFF_Big";1;"PAUSE";;;
8;"U1";"SOIC-18W_7.5x11.6mm_P1.27mm";1;"PIC16F1826";;;
9;"U2,U3";"PLCC-32_THT-Socket";2;"39SF040";;;
10;"SW5";"SPDT_ON_OFF_Big";1;"ROMSEL";;;
11;"U4,U5";"SOIC-14_3.9x8.7mm_P1.27mm";2;"74HCT32";;;
12;"SW3";"SPDT_ON_OFF_Big";1;"Joy_ON-OFF";;;
13;"H1";"MountingHole_2.7mm_Pad";1;"HOLE1";;;
14;"H2";"MountingHole_2.7mm_Pad";1;"HOLE2";;;
15;"H3";"MountingHole_2.7mm_Pad";1;"HOLE3";;;
16;"H4";"MountingHole_2.7mm_Pad";1;"HOLE4";;;
17;"J1";"PinHeader_1x05_P2.54mm_Horizontal";1;"PIC_Prog";;;
18;"U9";"microSD_HC_Hirose_DM3AT-SF-PEJM5";1;"microSD_Card";;;
19;"D4";"LED_D3.0mm";1;"LROM1";;;
20;"U6";"SO-20_12.8x7.5mm_P1.27mm";1;"74HCT240";;;
21;"D5";"LED_D3.0mm";1;"LROM2";;;
22;"C1,C2,C3,C6,C7,C8,C9,C10,C11,C12,C4";"C_0805_2012Metric_Pad1.18x1.45mm_HandSolder";11;"100nF";;;
23;"R9,R1,R2,R4,R7,R8,R6,R5";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";8;"10K";;;
24;"D1,D2";"D_SOD-123";2;"1N4148";;;
25;"R10";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";1;"680R";;;
26;"R3";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";1;"100K";;;
27;"U10";"SOIC-14_3.9x8.7mm_P1.27mm";1;"TXB0104DR";;;
28;"R12,R11";"R_0805_2012Metric_Pad1.20x1.40mm_HandSolder";2;"1K";;;
